Job title,Salary amount,Salary currency,Conversion ratio,Country,City,State,Reference year,Remote ratio,Company industry,Company size,Education,Experience level,Employment type
Data Analyst,81500.0,USD,1.0,US,,,2023,100.0,,M,,EN,FT
Data Engineer,202400.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,147200.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Analyst,175000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,135000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
ML Engineer,238000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,176000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,239000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,136000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,54000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Analyst,36000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Scientist,176000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,118720.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,204500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,138900.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,140000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Engineer,95000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Research Engineer,240000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,157000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,165000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Engineer,136000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Applied Scientist,230000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Applied Scientist,196000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,272300.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,222800.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,167500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,106500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Manager,172750.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Manager,82500.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
BI Engineer,165600.0,USD,1.0,US,,,2023,0.0,,L,,MI,FT
BI Engineer,65800.0,USD,1.0,US,,,2023,0.0,,L,,MI,FT
Applied Scientist,192000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Applied Scientist,164000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Manager,145000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Manager,130000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,226600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,140100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,185900.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,129300.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,331640.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,267720.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,281000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
Data Scientist,181000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
Analytics Engineer,207611.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Analytics Engineer,127876.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Research Engineer,225000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,168000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,280600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,158600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,200000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,140000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,283780.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,218540.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,178500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,100000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,323300.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,184700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,248100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,145900.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,100000.0,GBP,1.2951632,GB,,,2023,0.0,,M,,MI,FT
Data Analyst,85000.0,GBP,1.2951632,GB,,,2023,0.0,,M,,MI,FT
Research Engineer,185000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Research Engineer,137700.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Research Engineer,205500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,132500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,65100.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Analyst,44640.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Engineer,181500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,112200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,192000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
ML Engineer,164000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,161000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Analyst,123000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Engineer,247300.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,139700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,145000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,106000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,200000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
ML Engineer,204600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,126500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,278700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,159300.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,180000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Scientist,140000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
ML Engineer,238000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,176000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,125000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,65000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,230000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Scientist,175000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,130000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Engineer,100000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Applied Scientist,252990.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Applied Scientist,162170.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,183000.0,USD,1.0,CA,,,2023,100.0,,M,,MI,FT
Data Engineer,122000.0,USD,1.0,CA,,,2023,100.0,,M,,MI,FT
ML Engineer,253000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
ML Engineer,172040.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,310270.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,239080.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,85000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,70000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,135000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Engineer,125000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Applied Scientist,253000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Applied Scientist,172040.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,135000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,108000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,225500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,139400.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,120000.0,EUR,1.0882787,US,,,2023,100.0,,L,,SE,FT
Data Analyst,50000.0,USD,1.0,KE,,,2023,100.0,,S,,EN,FT
AI Engineer,227850.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
AI Engineer,180500.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,90000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Analyst,70000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,199000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,159000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,350000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,80000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,240000.0,USD,1.0,GB,,,2023,0.0,,M,,SE,FT
ML Engineer,160000.0,USD,1.0,GB,,,2023,0.0,,M,,SE,FT
Data Engineer,145000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,115000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,107500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Analyst,96750.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
ML Engineer,174000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,104000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,275300.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
ML Engineer,183500.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,250000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,225000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,174350.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,126800.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,284050.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,193800.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,300000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,200000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,232989.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,140000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,85000.0,USD,1.0,US,,,2023,100.0,,M,,EN,FT
ML Engineer,204500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,142200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,147100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,90700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,140000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,95000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,204500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,138900.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,168400.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,105200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,205500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,132500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,147100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,90700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,247500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,172200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,192000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,138240.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,168400.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,105200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Analytics Engineer,150550.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Analytics Engineer,116710.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,180000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,162000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,226600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,140100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,147100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,90700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,175000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,120000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,147100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,90700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,168400.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,105200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Analytics Engineer,125000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Analytics Engineer,100000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Research Engineer,198800.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,105200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Manager,115500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Manager,73500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,150600.0,USD,1.0,GB,,,2023,100.0,,M,,SE,FT
Data Engineer,120500.0,USD,1.0,GB,,,2023,100.0,,M,,SE,FT
Data Engineer,183000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,140000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
BI Developer,167500.0,USD,1.0,US,,,2023,0.0,,M,,EX,FT
BI Developer,106500.0,USD,1.0,US,,,2023,0.0,,M,,EX,FT
Analytics Engineer,175000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Analytics Engineer,125000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
ML Engineer,239000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
ML Engineer,149000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
BI Developer,128000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
BI Developer,81500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Scientist,185000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,122000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
BI Engineer,202800.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
BI Engineer,104300.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
Data Engineer,181500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,127000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,186000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Engineer,138000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Scientist,185000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Scientist,122000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Research Engineer,196000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,142600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,205000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,150000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
BI Analyst,140000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
BI Analyst,112000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
Data Analyst,139000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,85700.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,3000000.0,INR,0.011962834,IN,,,2023,50.0,,L,,SE,FT
Data Scientist,36000.0,USD,1.0,RU,,,2023,100.0,,L,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,91270.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,226600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,140100.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
BI Engineer,225000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
BI Engineer,156400.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Applied Scientist,222200.0,USD,1.0,US,,,2023,0.0,,L,,MI,FT
Applied Scientist,136000.0,USD,1.0,US,,,2023,0.0,,L,,MI,FT
Data Engineer,180000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,165000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,247000.0,USD,1.0,US,,,2023,100.0,,M,,EX,FT
Data Engineer,118440.0,USD,1.0,US,,,2023,100.0,,M,,EX,FT
Data Manager,145000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Manager,130000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,204500.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Scientist,138900.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
ML Engineer,297300.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
ML Engineer,198200.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,172200.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Scientist,131200.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Scientist,90000.0,GBP,1.2951632,GB,,,2023,100.0,,M,,MI,FT
Data Scientist,70000.0,GBP,1.2951632,GB,,,2023,100.0,,M,,MI,FT
BI Engineer,204500.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
BI Engineer,138900.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,87500.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Engineer,62500.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Scientist,244000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
Data Scientist,157000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
Data Engineer,157550.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,104650.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,136000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Research Engineer,90600.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,40000.0,GBP,1.2951632,GB,,,2023,100.0,,M,,EN,FT
Data Engineer,35000.0,GBP,1.2951632,GB,,,2023,100.0,,M,,EN,FT
ML Engineer,160000.0,USD,1.0,IN,,,2023,100.0,,L,,SE,FT
Data Engineer,85000.0,EUR,1.0882787,ES,,,2023,100.0,,M,,SE,FT
Data Analyst,120350.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,74400.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,281000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
Data Scientist,181000.0,USD,1.0,CA,,,2023,0.0,,M,,SE,FT
Data Engineer,280600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,158600.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,315300.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
ML Engineer,210200.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,177000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Analyst,110000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
BI Engineer,185000.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
BI Engineer,79600.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
Data Analyst,65000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Analyst,55000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Scientist,250000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,160000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,183200.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Scientist,122200.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Analyst,100000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,75000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,185000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,145000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,150000.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Data Scientist,131000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,101000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,170000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,130000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
BI Analyst,171050.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
BI Analyst,124400.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
BI Developer,135000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
BI Developer,110000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,187000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,128000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,177000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Analyst,110000.0,USD,1.0,US,,,2023,0.0,,M,,MI,FT
Data Analyst,138000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,92000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,200000.0,USD,1.0,US,,,2023,0.0,,M,,EX,FT
Data Engineer,160000.0,USD,1.0,US,,,2023,0.0,,M,,EX,FT
Data Engineer,138000.0,USD,1.0,GB,,,2023,100.0,,M,,SE,FT
Data Engineer,92000.0,USD,1.0,GB,,,2023,100.0,,M,,SE,FT
Data Scientist,140000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,120000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
BI Engineer,241300.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
BI Engineer,124100.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
Data Manager,185000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Manager,152000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,138000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,92000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,288000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,160000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,93918.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,51962.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,100000.0,EUR,1.0882787,DE,,,2023,100.0,,M,,SE,FT
Data Engineer,83913.0,EUR,1.0882787,DE,,,2023,100.0,,M,,SE,FT
Data Scientist,189750.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,145000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,225500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,139400.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,130000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Analyst,95000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,359170.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,310270.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Engineer,252000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,140000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,111024.0,CAD,0.73006557,CA,,,2023,100.0,,L,,MI,FT
Data Scientist,83280.0,CAD,0.73006557,CA,,,2023,100.0,,L,,MI,FT
BI Engineer,247500.0,USD,1.0,US,,,2023,0.0,,M,,EX,FT
BI Engineer,172200.0,USD,1.0,US,,,2023,0.0,,M,,EX,FT
BI Analyst,87500.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
BI Analyst,62500.0,USD,1.0,US,,,2023,100.0,,M,,MI,FT
Analytics Engineer,146000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
Analytics Engineer,108000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
Decision Scientist,204500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Decision Scientist,142200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,138000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Analyst,92000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,273000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,166500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,65000.0,USD,1.0,US,,,2023,0.0,,M,,EN,FT
Research Engineer,45000.0,USD,1.0,US,,,2023,0.0,,M,,EN,FT
Data Engineer,180000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Engineer,150000.0,USD,1.0,US,,,2023,100.0,,M,,SE,FT
Data Scientist,174000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,139000.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Research Engineer,212800.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
Research Engineer,124100.0,USD,1.0,US,,,2023,0.0,,L,,SE,FT
ML Engineer,247500.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,172200.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
Data Scientist,189750.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
Data Scientist,119213.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
Analytics Engineer,190000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
Analytics Engineer,140000.0,USD,1.0,CA,,,2023,100.0,,M,,SE,FT
ML Engineer,228830.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
ML Engineer,148590.0,USD,1.0,US,,,2023,0.0,,M,,SE,FT
